,logits,pred_label,label
0,0.5982116460800171,1,1
1,0.7177382707595825,1,1
2,0.6200718283653259,1,1
3,0.7099857926368713,1,1
4,0.800344705581665,1,1
5,0.5798948407173157,1,1
6,0.5944381952285767,1,1
7,0.5572966933250427,1,1
8,0.740490734577179,1,1
9,0.6020625829696655,1,1
10,0.6040423512458801,1,1
11,0.5016612410545349,1,1
12,0.7337244153022766,1,1
13,0.7987340092658997,1,1
14,0.5965480804443359,1,1
15,0.6648604869842529,1,1
16,0.7297132611274719,1,1
17,0.8295579552650452,1,1
18,0.6126930117607117,1,1
19,0.6234504580497742,1,1
20,0.7054618000984192,1,1
21,0.6301685571670532,1,1
22,0.6025324463844299,1,1
23,0.8206806778907776,1,1
24,0.7329872846603394,1,1
25,0.7264026403427124,1,1
26,0.8397990465164185,1,1
27,0.7804610729217529,1,1
28,0.57997727394104,1,1
29,0.7585322260856628,1,1
30,0.7208034992218018,1,1
31,0.6458890438079834,1,1
32,0.7243875861167908,1,1
33,0.703900158405304,1,1
34,0.6672942638397217,1,1
35,0.7048143148422241,1,1
36,0.27367013692855835,0,0
37,0.2308887541294098,0,0
38,0.148564875125885,0,0
39,0.2925783395767212,0,0
40,0.490570068359375,0,0
41,0.621581494808197,1,0
42,0.6896186470985413,1,0
43,0.7521449327468872,1,1
44,0.7200644016265869,1,1
45,0.5530776381492615,1,1
46,0.5746533870697021,1,1
47,0.22180548310279846,0,1
48,0.35233378410339355,0,1
49,0.35426563024520874,0,1
50,0.32129523158073425,0,1
51,0.7319660782814026,1,1
52,0.4757193624973297,0,1
53,0.4555946886539459,0,1
54,0.28516077995300293,0,1
55,0.7388960719108582,1,1
56,0.5646161437034607,1,1
57,0.3842613399028778,0,1
58,0.6379876136779785,1,1
59,0.28447186946868896,0,1
60,0.2891746759414673,0,1
61,0.30158889293670654,0,1
62,0.7975162267684937,1,1
63,0.4443534314632416,0,1
64,0.251832515001297,0,1
65,0.3814135789871216,0,0
66,0.6461349129676819,1,0
67,0.5162422060966492,1,0
68,0.4748345613479614,0,0
69,0.6957147121429443,1,0
70,0.21088074147701263,0,0
71,0.5012940168380737,1,0
72,0.3413170278072357,0,0
73,0.43229520320892334,0,0
74,0.21851947903633118,0,0
75,0.5942394733428955,1,0
76,0.4321590065956116,0,0
77,0.26494571566581726,0,0
78,0.45382654666900635,0,0
79,0.34503060579299927,0,0
80,0.5548380613327026,1,0
81,0.33214157819747925,0,0
82,0.37951385974884033,0,0
83,0.3499640226364136,0,0
84,0.7671805620193481,1,0
85,0.3668103814125061,0,0
86,0.16473360359668732,0,0
87,0.7823324203491211,1,0
88,0.31252333521842957,0,0
89,0.24167871475219727,0,0
90,0.8033201694488525,1,0
91,0.41943082213401794,0,0
92,0.24220719933509827,0,0
93,0.7854795455932617,1,0
94,0.45211875438690186,0,0
95,0.3811282217502594,0,0
96,0.3172195255756378,0,0
97,0.24975308775901794,0,0
98,0.7292243242263794,1,0
99,0.46887627243995667,0,0
100,0.3385075628757477,0,0
101,0.5133185386657715,1,0
102,0.45749789476394653,0,0
103,0.5620539784431458,1,0
104,0.5146545767784119,1,0
105,0.5640367865562439,1,0
106,0.6331270337104797,1,0
107,0.29657572507858276,0,0
108,0.5025721192359924,1,0
109,0.5377676486968994,1,0
110,0.528385579586029,1,0
111,0.508161187171936,1,0
112,0.3921976387500763,0,0
113,0.4998869001865387,0,0
114,0.49607473611831665,0,0
115,0.4290008842945099,0,0
116,0.5362468957901001,1,0
117,0.5356754660606384,1,0
118,0.30787569284439087,0,0
119,0.6254193782806396,1,0
120,0.42904961109161377,0,0
121,0.35844624042510986,0,0
122,0.8017827868461609,1,0
123,0.3326614201068878,0,0
124,0.38492077589035034,0,0
125,0.2599659264087677,0,0
126,0.3307763636112213,0,0
127,0.4302634298801422,0,0
