,logits,pred_label,label
0,0.4191857576370239,0,1
1,0.4090990126132965,0,1
2,0.4411633014678955,0,1
3,0.4233926832675934,0,1
4,0.40426021814346313,0,1
5,0.3996216356754303,0,1
6,0.38166627287864685,0,1
7,0.4132812023162842,0,1
8,0.4274651110172272,0,1
9,0.42984384298324585,0,1
10,0.44370102882385254,0,1
11,0.4383590519428253,0,1
12,0.43541282415390015,0,1
13,0.4161185920238495,0,1
14,0.39549189805984497,0,1
15,0.3965493440628052,0,1
16,0.39478322863578796,0,1
17,0.39921116828918457,0,1
18,0.4085861146450043,0,1
19,0.38776904344558716,0,1
20,0.39425671100616455,0,1
21,0.3931281566619873,0,1
22,0.38596656918525696,0,1
23,0.4060923755168915,0,1
24,0.42149588465690613,0,1
25,0.39321035146713257,0,1
26,0.39813435077667236,0,1
27,0.38667458295822144,0,1
28,0.40829482674598694,0,1
29,0.40328729152679443,0,1
30,0.39924612641334534,0,1
31,0.41407859325408936,0,1
32,0.3956982493400574,0,1
33,0.3946230113506317,0,1
34,0.41631880402565,0,1
35,0.40703678131103516,0,1
36,0.38925424218177795,0,0
37,0.42525166273117065,0,0
38,0.41368457674980164,0,0
39,0.42154812812805176,0,0
40,0.3981436789035797,0,0
41,0.4119608402252197,0,0
42,0.42032742500305176,0,0
43,0.42293581366539,0,1
44,0.4073641002178192,0,1
45,0.4161270558834076,0,1
46,0.41402313113212585,0,1
47,0.40887516736984253,0,1
48,0.43694716691970825,0,1
49,0.4018177390098572,0,1
50,0.4072704315185547,0,1
51,0.390623539686203,0,1
52,0.4127153158187866,0,1
53,0.41556107997894287,0,1
54,0.4087825119495392,0,1
55,0.39395245909690857,0,1
56,0.4160764217376709,0,1
57,0.37197819352149963,0,1
58,0.38705095648765564,0,1
59,0.40912917256355286,0,1
60,0.4009328782558441,0,1
61,0.3998517394065857,0,1
62,0.4023635983467102,0,1
63,0.42721059918403625,0,1
64,0.4113563001155853,0,1
65,0.41788914799690247,0,0
66,0.4149491488933563,0,0
67,0.40861931443214417,0,0
68,0.41818204522132874,0,0
69,0.38701802492141724,0,0
70,0.4133985936641693,0,0
71,0.3987727463245392,0,0
72,0.4218856394290924,0,0
73,0.41341105103492737,0,0
74,0.3912985324859619,0,0
75,0.4098224341869354,0,0
76,0.4359970986843109,0,0
77,0.3952957093715668,0,0
78,0.42496177554130554,0,0
