,logits,pred_label,label
0,0.5767884254455566,1,1
1,0.7255295515060425,1,1
2,0.6265760660171509,1,1
3,0.668652355670929,1,1
4,0.9850770831108093,1,1
5,0.6325635313987732,1,1
6,0.7107453942298889,1,1
7,0.6798656582832336,1,1
8,0.7277891039848328,1,1
9,0.6096940040588379,1,1
10,0.6654856204986572,1,1
11,0.6589365601539612,1,1
12,0.6400443315505981,1,1
13,0.9722400903701782,1,1
14,0.5762417912483215,1,1
15,0.750038743019104,1,1
16,0.6023738980293274,1,1
17,0.9911853671073914,1,1
18,0.5788131952285767,1,1
19,0.7141584753990173,1,1
20,0.7650786638259888,1,1
21,0.5906228423118591,1,1
22,0.6850143074989319,1,1
23,0.9398308992385864,1,1
24,0.9511716365814209,1,1
25,0.9214046597480774,1,1
26,0.9709251523017883,1,1
27,0.7173010110855103,1,1
28,0.8643973469734192,1,1
29,0.8471295237541199,1,1
30,0.6457021236419678,1,1
31,0.8484929800033569,1,1
32,0.9588090777397156,1,1
33,0.9594780206680298,1,1
34,0.5292462110519409,1,1
35,0.5668168067932129,1,1
36,0.28058919310569763,0,0
37,0.3553808331489563,0,0
38,0.1529362052679062,0,0
39,0.15842019021511078,0,0
40,0.22723455727100372,0,0
41,0.6229599714279175,1,0
42,0.6177201271057129,1,0
43,0.5484987497329712,1,1
44,0.538177490234375,1,1
45,0.5881826877593994,1,1
46,0.5261972546577454,1,1
47,0.20791758596897125,0,1
48,0.19406002759933472,0,1
49,0.12031435966491699,0,1
50,0.13466431200504303,0,1
51,0.4281099736690521,0,1
52,0.21013358235359192,0,1
53,0.13595223426818848,0,1
54,0.16664855182170868,0,1
55,0.38109859824180603,0,1
56,0.20977196097373962,0,1
57,0.3115033805370331,0,1
58,0.5121561884880066,1,1
59,0.19459109008312225,0,1
60,0.24949759244918823,0,1
61,0.12192508578300476,0,1
62,0.588109016418457,1,1
63,0.14841200411319733,0,1
64,0.32709676027297974,0,1
65,0.253055214881897,0,0
66,0.39641472697257996,0,0
67,0.4010920226573944,0,0
68,0.31829315423965454,0,0
69,0.5123114585876465,1,0
70,0.1924901008605957,0,0
71,0.5257800817489624,1,0
72,0.13837453722953796,0,0
73,0.2638908922672272,0,0
74,0.2042144387960434,0,0
75,0.42095959186553955,0,0
76,0.0892796516418457,0,0
77,0.0857234075665474,0,0
78,0.07322372496128082,0,0
79,0.05624166876077652,0,0
80,0.2889149785041809,0,0
81,0.31939980387687683,0,0
82,0.32040122151374817,0,0
83,0.18563619256019592,0,0
84,0.6405614018440247,1,0
85,0.22306065261363983,0,0
86,0.15006650984287262,0,0
87,0.632348895072937,1,0
88,0.21224722266197205,0,0
89,0.08983397483825684,0,0
90,0.642419695854187,1,0
91,0.2726290225982666,0,0
92,0.09547200798988342,0,0
93,0.6422029137611389,1,0
94,0.22495006024837494,0,0
95,0.10692530125379562,0,0
96,0.08252927660942078,0,0
97,0.5389702916145325,1,0
98,0.6485370993614197,1,0
99,0.19016742706298828,0,0
100,0.26153481006622314,0,0
101,0.3788306415081024,0,0
102,0.41084352135658264,0,0
103,0.08111365139484406,0,0
104,0.27641376852989197,0,0
105,0.4971863031387329,0,0
106,0.42435237765312195,0,0
107,0.08953684568405151,0,0
108,0.42744430899620056,0,0
109,0.4493872821331024,0,0
110,0.20560546219348907,0,0
111,0.11047948896884918,0,0
112,0.33136674761772156,0,0
113,0.3547168970108032,0,0
114,0.3800279498100281,0,0
115,0.4496336877346039,0,0
116,0.2940329611301422,0,0
117,0.31400948762893677,0,0
118,0.14299722015857697,0,0
119,0.36569106578826904,0,0
120,0.30011090636253357,0,0
121,0.12008343636989594,0,0
122,0.6364225745201111,1,0
123,0.15212517976760864,0,0
124,0.2807868719100952,0,0
125,0.190886989235878,0,0
126,0.12767738103866577,0,0
127,0.2589292824268341,0,0
128,0.48543408513069153,0,0
129,0.246682271361351,0,0
130,0.19376327097415924,0,0
131,0.19324572384357452,0,0
132,0.263171911239624,0,0
133,0.05705881491303444,0,0
134,0.04568744823336601,0,0
135,0.19206558167934418,0,0
136,0.2084875851869583,0,0
137,0.5846988558769226,1,0
138,0.1587461233139038,0,0
139,0.04724191129207611,0,0
140,0.3302920460700989,0,0
141,0.18879631161689758,0,0
142,0.06819938123226166,0,0
143,0.6253946423530579,1,0
144,0.1315820813179016,0,0
145,0.033459026366472244,0,0
146,0.3600933849811554,0,0
